article,donation_amount,donation_date
Agah-e_Sofla,469.11,2022-03-21
Trenton_Pat_Pavers,156.84,2025-10-09
2012_Budapest_Grand_Prix_-_Doubles,165.25,2022-02-20
Sir_John_Gage,34.91,2023-08-14
Congruent_matrix,364.5,2022-06-16
Foreign_NFL_players,97.36,2023-11-30
Robert_A._Slaney,122.25,2024-07-05
"All_Saints_Church,_Speke",149.44,2025-07-10
Veneer_hammer,342.84,2024-04-30
Jubilee_Football_Club,296.58,2024-02-11
Beta-lactams,230.7,2025-10-19
Jonathan_Dean_Harvey,196.45,2022-03-21
Dacia_Sandero,285.9,2022-01-17
Mr._Zivago,243.36,2021-05-28
Thomas_Stenstrom,207.18,2024-12-29
Emperor_Chin,268.87,2023-09-28
Alma_(short_film),423.93,2022-12-01
James_Mason_(disambiguation),126.65,2021-03-12
Rat_Trick,490.91,2020-12-11
2nd_Combat_Engineer_Regiment,360.46,2022-11-27
Christian_Nana,25.39,2024-05-31
Jack_Brattan,49.52,2022-09-08
The_Loser_List,424.12,2022-03-22
Santa_Maria_del_Monte_Carmelo_a_Mostacciano,151.8,2021-04-27
Lactuceae,434.32,2025-06-05
Tirukkannapuram_Vijayaraghavan,289.46,2023-01-24
Saccolongo,267.67,2022-06-04
Cover_stock,55.43,2021-07-22
Earl_Willcox_Snell,74.36,2023-01-26
General_Electric_F120,276.05,2024-09-21
Espand,83.75,2025-08-30
Internal_bleaching,69.89,2020-11-21
Rina_Kawaei,192.44,2023-10-05
Trachyte,183.85,2023-01-11
Route_360_(MO),466.8,2020-12-24
Sawankhalok,238.66,2021-11-15
Peter_Kesling,373.17,2023-05-21
Byzantine_enamel,60.05,2024-11-30
Sam_Phran_District,208.25,2025-10-27
How_Do_I_Deal,485.47,2020-12-06
Rupture_of_the_membranes,214.11,2025-09-03
D1-D2_dopamine_receptor_heteromer,273.74,2022-03-04
Tamio_Ooki,119.63,2024-05-27
Give_Me_Forty_Acres_(To_Turn_This_Rig_Around),322.03,2021-04-24
Medial_palpebral_ligaments,280.03,2025-05-28
Alexandria_pogroms,156.99,2025-07-18
Gain_(accounting),480.38,2023-04-20
Lier_B.B.C.,414.11,2023-08-20
Mageerteen_Sultanate,103.72,2024-03-03
"Council_of_Aquileia,_579",121.7,2024-12-15
WYO_159,168.61,2023-01-19
ITunes_Originals_(Keith_Urban_album),93.39,2022-02-11
Victor_och_Natten,282.59,2025-06-25
October_2017,172.9,2023-06-03
Hurricane_Polo_(1990),302.45,2025-09-17
KFPW,281.66,2020-12-03
Notomulciber_trimaculatus,196.29,2024-11-04
House_of_Binary,440.48,2023-08-26
Richard_Mason_(died_1685),264.68,2024-05-07
Polar_explorers,0.3,2021-03-14
Top_predator,107.13,2022-08-23
Petrohrad_(Louny_District),20.39,2022-06-18
Quickbooks_hosting,476.9,2023-04-19
Kurtzia_ephaedra,483.24,2021-06-29
Once:_Wonderland,417.92,2023-05-10
The_City_Life_Church,317.63,2025-04-16
Judisches_Museum_Berlin,340.72,2024-10-20
Nel_van_Vliet,267.57,2022-01-14
Another_democracy_is_possible,89.6,2022-03-16
Pierre_Desir_(disambiguation),23.19,2024-02-14
Typhoon_Ivy_(1962),55.25,2023-06-27
Mary_Keeler,226.82,2025-05-21
Marco_Hangl,77.89,2021-09-21
Hypsometry,313.4,2022-02-14
Tyrrhenians,337.29,2023-08-28
"Colin_Graham_(footballer,_born_1958)",55.54,2023-12-12
Bear_Cave,68.57,2024-08-18
Ann_Kirkpatrick,264.08,2025-07-10
House_of_Kurnatowski,360.73,2022-06-05
1_E32_K,194.19,2024-05-13
Chocolats_Halba,459.18,2023-05-28
Stuart_Manley,259.77,2025-05-23
Hirayama_Station,99.64,2023-01-09
Juan_Rogel,331.19,2022-11-22
Thom_Gicquel,202.64,2022-04-27
Notomulciber_trimaculatus,273.17,2023-05-05
"Alakula,_Rapla_County",458.3,2022-06-24
Ian_Black_(footballer),123.56,2025-01-24
Melbourne_Hakoah,308.66,2023-03-10
Alentemol,404.51,2025-06-13
Nemoraea_pellucida,260.24,2025-06-23
List_of_St._Louis_Blues_draft_picks,181.37,2023-02-26
Adjutant_bird,275.81,2024-06-09
Showbiz_Pizza_Time_Inc,457.98,2022-03-08
"Elliniko_(Arcadia),_Greece",361.88,2025-11-02
Wallace_Farrington,385.81,2023-04-21
Ngajanji,202.43,2021-02-18
Shankardev_Kalakschetra,282.85,2021-12-05
The_Artic_Monkeys,340.93,2023-02-16
Rachel_Feinstein,424.52,2022-07-27
Chinese_wen,42.07,2021-10-05
The_International_Press_and_Media_Group,468.2,2023-04-02
Super_battle_droids,207.44,2021-10-09
Upper_Guinean_bulbul,138.08,2023-11-08
War_Brigade,315.01,2024-11-23
Lotus_Hotel,293.8,2022-01-07
Zikideva,479.74,2021-07-15
1976_Tehran_UFO_incident,118.15,2024-05-01
Amer_Deeb,166.39,2021-06-03
Marcus_Bosch,203.95,2021-04-18
Nauclea_stipulacea,169.62,2020-12-22
Leivadio,317.54,2022-09-25
Ralph_Alvarez,142.36,2025-02-16
SP12_Beat,235.18,2022-01-28
Koganesawa_Station,254.67,2025-08-14
Fenerbahce_Ulker_Euroleague_2014-15,228.39,2025-09-01
Pit_cave,173.5,2024-08-22
Bill_Rieth,115.53,2024-03-20
List_of_Malayalam_films:_1980s,459.41,2023-06-30
Tom_McKay_(footballer),364.64,2024-05-28
Richest_people_in_world,40.38,2023-05-19
Jocko_Homo,289.71,2023-08-10
Kwang_Wu-ti,166.12,2023-03-24
Methionyl,202.58,2023-01-17
Arisaema,398.42,2022-08-24
Philippine_College_of_Health_Sciences,408.68,2024-06-24
Bamboo_Saucer,71.22,2024-06-13
Water_dragon,140.45,2024-11-07
"U.S._Route_23_Business_(Waynesville,_North_Carolina)",171.3,2023-09-07
Rictonis,479.2,2022-07-26
Kharajiyan,162.38,2024-01-30
Henry_John_Klutho_House,319.7,2023-03-02
Pionia,143.95,2024-05-13
Down_Below_(disambiguation),191.22,2021-10-20
Scrophularia_villosa,381.32,2021-09-18
Sybrand_Jacobus_Loftie-Eaton,79.55,2024-10-19
Smoking_in_Scotland,160.75,2025-04-07
1911-12_Kangaroo_Tour_of_England,117.48,2021-03-23
Gwgon_ap_Meurig,375.68,2022-06-09
Arizona_cotton_rat,152.72,2022-01-05
LAK-12,147.68,2021-08-07
Rhyzodiastes_mishmicus,325.98,2021-01-17
If_I_Were_a_Boy_/_Single_Ladies_(Put_a_Ring_on_It),100.78,2025-11-08
Kyaka_Bridge,361.28,2022-03-02
Asagi_Qasil,125.3,2023-05-16
WVKO_(disambiguation),93.59,2022-01-14
HMS_Boreas_(1757),98.62,2022-12-14
1E0_m,117.7,2022-08-18
Dentist_chair,192.9,2021-09-04
India_Nigeria_relations,406.35,2023-01-30
Picota_Province,209.55,2022-11-11
Kategoria_superiore_1977-78,151.83,2021-11-08
Anders_Friden,274.51,2021-01-14
Kario_Salem,84.56,2025-02-24
Bibi_Netanyaho,182.46,2024-12-11
United_Earth_Directorate,486.59,2023-10-09
Zombie_Holocaust,323.62,2024-05-20
Sweet_Sixteen_(film),81.58,2025-06-15
Doris_Chanin_Freedman,201.22,2025-05-12
Fiona_Joy,46.67,2025-04-20
"Nasser,_Egypt",118.96,2021-07-17
Lemos_Theater,330.33,2022-01-24
The_national_anthem_of_america,104.15,2023-11-17
Vereschaginskiy_District,384.01,2024-08-08
Fabianksi,253.98,2025-01-30
Like_Lightning,155.17,2021-06-18
List_of_asteroids/83501-83600,32.3,2025-09-20
"County_Carlow_by-election,_1908",471.45,2021-01-30
ISO/CEI_10646:2000,381.68,2025-07-08
Adrian_Howells,243.22,2024-02-16
Ms._south_carolina,433.7,2022-02-03
Republican_Democratic_Party,270.66,2021-11-18
Horace_Copeland,480.66,2024-07-06
Cheese_factories_on_the_moon,245.03,2020-12-02
N51_road,13.41,2021-05-12
"List_of_listed_buildings_in_Oathlaw,_Angus",142.84,2023-04-19
Virginia_State_Route_41_(1928),234.96,2021-03-11
"Elk_Rapids_Township,_MI",62.91,2023-10-29
Mark_Jones_(footballer_born_1966),266.24,2024-06-21
Rick_di_Pietro,255.5,2024-01-15
UWC_Robert_Bosch_College,400.93,2022-07-25
Neil_de_Kock,171.93,2021-04-18
Spokojna,465.76,2021-06-19
Libby_Hill_(disambiguation),325.3,2023-01-19
Flames_(film),147.52,2023-08-19
Compound_of_two_snub_icosidodecadodecahedra,84.44,2024-12-11
New_Sarawak_Tribune,218.09,2023-12-21
Chandrabadani_Devi,388.07,2025-05-29
Once:_Wonderland,72.66,2021-08-20
Gertruida_Walhof,282.26,2021-02-22
Meanings_of_minor_planet_names:_75001-76000,129.51,2022-06-25
Quarnford,447.07,2024-06-20
Ptilinopus_porphyraceus,477.57,2024-08-01
Alentemol,164.65,2025-05-14
Greek-Syrian_relations,92.24,2022-02-18
Surena_II,119.15,2023-07-09
Molkenboeria_platyphylla,162.67,2021-01-27
Cyclops_roundleaf_bat,185.69,2025-03-28
Chromium-55,308.07,2024-05-25
Cholesteryl_ester_storage_disease,228.8,2022-09-15
C9H16N2O2S,478.7,2024-02-09
Tremeven,308.47,2024-07-30
Israeli_poetry,499.27,2023-03-11
Phycidicera_manicalis,416.52,2023-05-10
The_Mighty_Boosh_(radio),288.42,2025-08-08
Johnny_Flaherty,427.8,2024-04-06
Theresa_Weir,224.91,2025-09-14
De_Havilland_DH.104_Dove,444.22,2024-03-24
H._C._Selous,134.05,2022-07-24
Episodes_of_Highlander_(season_6),441.81,2021-05-09
The_Naked_Gun_21/2,173.62,2022-07-13
Stenoglene_bouyeri,318.71,2022-11-17
Franz_Xaver_Sussmayer,75.71,2022-03-05
Victor_och_Natten,319.61,2024-10-25
Richard_Laws,24.49,2021-08-12
NWA_Tri-State_Heavyweight_Championship,198.61,2023-09-08
Union_(Union_album),350.2,2023-01-25
Safonovskii_District,302.25,2025-05-31
Ponticulus_posticus,377.19,2022-02-27
Radcliffe_C.C.,223.69,2021-05-23
Deh_Nomam,171.26,2025-09-15
Integer_circuit,449.78,2025-01-18
K211DD,268.1,2025-06-21
Enquiries_Concering_Human_Understanding,133.84,2021-05-08
Mobile_killing_units,286.69,2024-05-12
Phiral,363.03,2024-08-20
Diopocephalus,18.02,2020-12-18
Kokowaeaeh,191.09,2021-04-19
Decharch_(military_rank),59.24,2022-05-15
Graeme_Frost,266.39,2022-03-07
Germicidal_light_fixture,42.04,2023-02-24
Demaryius,99.9,2024-11-24
B_Boy_(disambiguation),444.38,2023-12-31
Mark_Roman,293.59,2021-06-10
SS_Noronic_fire,317.96,2025-08-23
Murgsee,1.79,2021-02-13
Charanga_(Cuba),101.26,2024-03-29
Peter_Greene,217.34,2021-11-25
Psylliodes_luridipennis,214.49,2021-12-21
Sack_of_Amorion,59.46,2022-04-11
"Basden,_Richard",401.66,2024-08-20
Roman_Catholic_Diocese_of_Elphin,74.64,2025-11-12
Poison_Spring_State_Park,448.04,2023-01-04
Henry_DeBardeleben,5.93,2023-06-26
William_Bowes_(disambiguation),261.81,2025-02-03
EOS_imaging,317.86,2024-06-12
1956_WS,200.3,2021-07-16
Songoku,410.85,2025-04-13
Sam_Keen,395.55,2024-01-01
Lampronycteris_brachyotis,434.8,2025-06-25
Paul_Narracott,8.75,2024-11-15
"United_States_House_of_Representatives_election_in_Florida,_1858",496.73,2023-01-31
Robert_Thompson_(Wisconsin_politician),24.39,2022-09-14
Ginger_Grant,252.13,2025-07-14
Sari_Suleiman_Agha,358.47,2022-04-16
The_crazy_ones_episodes,36.74,2021-05-08
"High_Denomination_Bank_Notes_(Demonetisation)_Amendment_Act,_1998",239.96,2023-07-23
"Bunyan,_Wisconsin",461.56,2022-01-27
Robin_King_(priest),110.88,2022-05-17
Via_lake_superior,83.93,2024-08-24
Lojpur,22.92,2022-08-25
Norwood_Arena_Speedway,462.96,2024-10-22
Edewin_Fanini,113.46,2022-08-20
Diocese_of_Catania,466.34,2024-10-31
Pyropteron_minianiformis_aphrodite,246.92,2021-07-18
Mike_Person,246.28,2021-12-29
ATCvet_code_QA06AA02,60.55,2021-06-13
The_Cloud,24.64,2021-01-31
Kesong_or_Quesong_Puti,116.05,2022-01-30
Pelecypod,269.8,2021-07-29
Perrault_(disambiguation),128.09,2021-05-05
Sean_MacBride_Peace_Prize,191.67,2021-09-15
Bi_Anqi,17.27,2023-10-09
Anteros_(album),310.62,2023-11-16
Zikideva,136.44,2021-09-19
Mk_II,334.62,2023-05-20
PC_860,312.61,2024-10-02
Isoetes_toximontana,188.62,2023-01-12
Leslie_Yalof_Garfield,334.7,2020-12-06
Fibre-type_disproportion,255.13,2022-10-28
Wojmiany,226.06,2023-03-05
Aveland_(wapentake),52.44,2024-08-01
Adaptation_to_global_warming_in_Jordan,222.19,2023-11-20
Moszczanka,169.23,2025-05-19
October_2017,143.47,2025-04-09
Jose_Lenoir,139.63,2025-10-08
Yodo_(disambiguation),370.45,2023-12-13
Frederico_Caldeira_Knabben,339.2,2023-12-20
Penistone_Community_Radio,13.02,2023-10-13
Los_detectives_salvajes,407.79,2024-02-15
Laura_Russell,375.89,2022-11-30
Mandela_Metropolitan_University,27.12,2025-03-16
List_of_Israelis,136.46,2021-06-26
Dub_(Prachatice_District),358.34,2023-02-05
Wortzel,150.98,2023-03-18
L8R_(Band),383.9,2023-04-08
Joe_D._Courtney,12.62,2020-12-22
Christopher_Gabardi,369.27,2020-11-23
Comic_Sans_MS,143.79,2025-09-06
American_Queen_Anne_style,314.83,2022-01-03
Mark_Perry,431.54,2025-05-06
Kim_Tae-gyun_(disambiguation),388.29,2023-10-13
Julie_Wells,441.23,2022-12-24
Michael_Wallace_(lawyer),394.9,2025-08-03
Kim_Tae-gyun_(disambiguation),136.97,2022-04-06
Jay_Sherman_(The_Critic),369.17,2021-09-19
Ahiazu-Mbaise,461.12,2022-02-02
"Sir_Henry_Belasyse,_1st_Baronet",392.65,2025-01-02
"Clarkson,_Adrienne",479.57,2022-02-20
Eylem_Senkal,416.55,2024-09-06
Scouting_in_Alabama,327.47,2022-03-05
GC_1136,300.93,2020-12-07
Acacus_(disambiguation),203.72,2022-12-01
Gradshtein_and_Ryzhik,394.46,2020-11-28
Pit_cave,365.55,2021-04-23
4th_Panzer_Division_(Wehrmacht),331.79,2024-05-02
Picota_Province,486.32,2022-09-04
Stevie_Jackson,306.43,2025-11-09
Grumman_F5F,194.7,2023-01-17
Albert_Victor_Alexander,351.49,2024-12-28
Pressure-relief_valve,158.89,2021-11-28
Bt_brinjal,426.76,2025-08-29
Binomina,145.03,2025-01-12
Home_coming,145.31,2023-03-05
Thirdness,431.81,2025-10-27
Macher,67.56,2023-04-17
Tarik_Sektioui,6.47,2022-02-10
Ballads_and_candles,229.75,2023-11-25
Battle_of_Ia_Drang_Valley,416.28,2025-09-14
Kankakee_Globe-mallow,93.91,2022-01-16
John_Alderton,467.43,2025-08-26
"Oberburg,_Switzerland",380.72,2023-01-13
Luis_Davila_(actor),6.56,2023-10-07
Caloptilia_palustriella,364.59,2025-07-07
Punu_Lumbo_mask,455.44,2025-02-09
H-23_Raven,355.68,2023-11-21
"Hatcher_Pass,_Alaska",425.75,2024-01-27
Liberty_national_country_club,311.42,2022-05-05
The_Borough_(George_Crabbe_(poem),141.39,2021-10-23
Sidewinder_(Hersheypark),233.88,2024-01-03
Needham_(MA),64.35,2024-09-02
Honeywell_1800,11.95,2021-10-25
Wynn_Handman,271.56,2020-12-01
Soho_Benson_Road_tram_station,240.24,2022-05-11
John_Leibowitz,169.8,2023-02-07
Blue_Collar_Solitude,462.52,2021-04-11
Rabbi_Riskin,375.84,2025-05-07
Johnny_Wilkinson,274.95,2022-02-26
Avare,284.5,2025-02-17
"Council_of_Aquileia,_579",110.55,2022-03-31
World_soccer_daily,199.57,2025-06-30
"Morningside,_Miami,_FL",340.33,2024-05-10
La_Chapelle-Marcousse,59.86,2022-08-14
1921_College_Football_All-America_Team,451.92,2023-08-11
Malay_Birdwing,461.43,2025-08-25
Mount_Buke_Levu,288.92,2025-04-02
Jubilee_Football_Club,334.3,2025-07-01
Bennington-Rutland-1_District,272.05,2021-04-15
1711_in_Canada,301.9,2023-04-21
Fools_Overture,198.79,2024-08-01
Martin_scorsese,378.38,2021-06-15
Child_sale,396.42,2024-12-29
1952-53_Port_Vale_FC_season,245.57,2024-11-06
Parti_Quebecios,294.91,2025-01-05
Patrycja_Wisniewska,179.44,2024-03-06
Fissidens_adianthoides,166.62,2022-06-02
Djurgardens,413.44,2025-07-13
2005_european_championships,46.98,2021-08-03
Stilbohypoxylon,454.18,2021-03-21
Spring_AOP,129.81,2025-01-25
New_Zealand_Cape_Barren_Goose,259.76,2020-12-10
Comedy_mystery_film,67.4,2021-01-21
"Willingdon_College,_Sangli",339.33,2024-04-18
Cochran_frog,76.61,2022-10-26
Area_code_386,250.87,2024-12-28
Albert_Victor_Alexander,378.45,2023-06-29
Minister_of_Public_Works_and_Housing,363.18,2022-01-14
Dr._Mengele,286.12,2022-12-21
Unionville_GO_Station,68.65,2024-11-03
October_2017,429.91,2024-10-16
Li_Tchoan_King,103.9,2024-01-02
George_Dean_House,328.49,2020-11-19
Stab-jacket,262.84,2024-06-25
List_of_United_Kingdom_locations/Ba-Bi,43.98,2025-07-26
Vertical_transmission,170.38,2024-10-07
A_Good_Man_Goes_to_War,490.56,2022-03-23
Jasarum,345.31,2023-04-18
Ms._south_carolina,90.81,2021-05-28
296_AD,477.56,2021-03-23
Ariel_Levy_(disambiguation),289.54,2022-06-16
Tony_Norman_(American_football),220.65,2025-01-03
"Detroit-Warren-Dearborn,_MI_MSA",96.99,2021-01-28
Posthumous_title,279.04,2025-05-20
Richard_Lawrence_Ottinger,453.01,2024-09-29
USS_YP-26,358.97,2023-12-17
ScrappleFace,311.3,2024-06-15
Max_Headroom:_20_Minutes_into_the_Future,56.8,2021-07-16
NK_Bezigrad,105.15,2023-05-17
Barcsi_SC,373.94,2022-09-09
Minoru_Yamamoto,202.09,2024-01-23
Dukes_of_limburg,301.12,2021-02-06
237_BC,93.53,2021-01-20
Elisabetta_Barbato,279.52,2023-12-02
Chaos_Glacier,38.23,2021-08-03
Chet_the_Jett,486.05,2023-05-07
List_of_American_films_of_1984,373.98,2024-06-20
"Robert_Sackville-West,_7th_Baron_Sackville",357.67,2023-10-08
"Catmon,_Santa_Maria,_Bulacan",167.44,2023-07-27
Ali_Agdeh,185.83,2025-06-04
1986_in_British_music,134.17,2023-05-03
"Westsound,_Washington",378.49,2023-12-18
Alexander_Kaun,209.23,2022-05-22
"Ponta_Delgada,_Santa_Cruz_das_Flores",241.11,2022-01-09
Athena_Fund,89.13,2022-08-24
Heartbreak_Express_(single),201.41,2023-10-01
Transformative-use_defense,141.68,2022-11-30
Verkhovazhskoye,321.71,2024-06-05
Pamela_experiment,441.94,2021-10-29
Wasteland_(DC_Comics),80.87,2025-11-01
Cabral_Richards,249.01,2023-03-14
Centrale_Organisatie_Voor_Radioactief_Afval,381.01,2023-11-29
Clive_George,28.98,2022-10-20
Marginella_gilva,235.05,2023-08-26
Niels_Toller,25.87,2021-10-29
San_Francisco_and_Portland_Navigation_Company,8.24,2025-06-19
Cuban_Stars_(disambiguation),273.66,2025-02-08
"Vermont_gubernatorial_election,_1996",163.09,2021-08-11
Foerkvaell,210.91,2024-01-21
Annabeth,330.8,2025-03-08
Dr._John_G._Egnatoff_School,267.38,2022-09-16
Stageit,233.15,2022-07-07
Edge_Lane,15.82,2024-02-19
Greg_Alexander,249.1,2022-11-10
Deoli_(Vidhan_Sabha_constituency),52.01,2025-09-02
Niels_Toller,422.28,2022-05-01
Anne_of_Lusignan,346.2,2021-09-27
Zuri_Metzgete,273.1,2022-12-24
Alex_Kearns,376.62,2022-10-08
Old_Trakai,36.76,2022-12-25
"Mantee,_Mississippi",73.67,2022-03-29
"Opinion_polling_in_the_Scottish_Parliament_election,_2016",296.7,2025-01-10
Charles_W._Turnbull,441.67,2024-08-05
Gerde_(disambiguation),126.75,2021-09-07
"Cochin,_Diocese_of",467.49,2020-12-03
Ayt_Warayn_Berber,59.58,2023-05-25
Zametasta_Crnina,231.46,2022-12-13
Eitan_Tibi,292.4,2021-02-22
Newuniversal:_shockfront,224.92,2022-05-25
McKinsey_and_Co.,113.39,2020-11-24
Badinzai_railway_station,110.39,2022-03-30
Rathausball_Tanze,342.62,2021-06-20
Gwgon_ap_Meurig,298.46,2022-09-07
The_Islamic_Monthly,29.28,2025-09-23
Princess_Louise_of_Prussia_(1829-1901),162.83,2025-05-31
Wind-diesel_hybrid_power_system,437.33,2024-11-23
Campana_Factory,364.1,2024-05-18
Jankomir,296.09,2021-12-05
Arei_no_Kagami,130.2,2022-09-04
EOS_imaging,248.66,2024-04-11
Tunisian_tea,127.71,2024-09-22
Micah_Johnson,152.23,2022-02-17
"Param,_Micronesia",422.54,2024-08-29
Idarubicin-induced_alopecia,148.14,2024-02-13
February_1925,148.43,2021-07-18
The_International_Press_and_Media_Group,28.73,2024-01-04
M.R.Srinivas_Prasad,236.19,2024-06-26
Ko_Sukorn,18.48,2024-06-14
Pseudogon,402.28,2025-05-19
Aveland_(wapentake),168.28,2022-07-27
Jacob_steinhardt,157.07,2025-04-20
Rock_a_Boogie_Shake,211.28,2022-03-26
352,375.57,2022-07-31
Wynn_Handman,97.35,2021-09-29
1990_New_Zealand_National_Soccer_League,391.88,2022-01-28
Nailbed_erythema,45.34,2022-01-07
"Smith,_Cam",332.72,2021-06-14
You_Alone,169.27,2021-12-14
Anasa,223.76,2024-03-24
Panche_baja,374.98,2025-08-13
Kilo_meters,107.13,2021-12-02
Fort_Stevens_(disambiguation),344.92,2023-09-12
No_Mans_Sky,22.54,2020-12-02
Spokojna,228.17,2022-06-17
Alexandrovsk-Sakhalinski_District,279.92,2022-02-07
Jokikyla_(haukipudas),425.5,2022-07-11
"Whyte_Yarcowie,_South_Australia",21.67,2022-09-04
Love_Really_Hurts_Without_You,449.2,2022-06-24
Li_Tchoan_King,458.06,2024-08-02
Lotte_Global_Logistics,142.69,2021-02-16
Rimming,277.59,2020-12-31
Paiwan_people,176.03,2022-08-31
I/Gear,454.42,2022-03-27
Colin_Ward_(baseball),154.21,2023-11-05
ASCII-1967,422.45,2022-11-11
Niels_Tonder_Lund,280.08,2022-04-04
Peter_Mentz_Jebsen,111.67,2021-03-26
Francesco_Bennici,433.14,2024-01-21
Anthurium_fuscopunctatum,384.39,2024-08-17
National_Highway_235_(India),206.57,2024-02-02
NMR_Spec,240.31,2022-07-30
Qiaocheng_East_Station,164.12,2022-12-24
Battle_of_pancorbo,112.99,2025-01-27
Gunner_Kelly,349.85,2021-04-20
6th_december,394.29,2025-05-12
Rufous_piha,314.86,2023-04-01
Taunton_Branch_Railroad,125.61,2023-04-27
List_of_Plants_Used_for_Smoking,467.53,2021-06-21
Tiaoyutai_Islands,349.81,2022-08-19
Episodes_of_Highlander_(season_6),258.13,2021-04-05
The_Insider_(magazine),139.14,2025-04-22
Open_Season_(film),111.71,2023-04-07
Sea_Island_Centre_station,95.25,2021-08-19
Events_in_570,375.91,2025-10-17
27_October_2003_Baghdad_bombings,223.24,2022-03-29
"Holzheim,_Dillingen",102.37,2024-11-12
Huber_School_of_Astrology,456.97,2021-11-18
ECO_B36,340.1,2025-06-24
Jankowitz,59.2,2023-03-05
Russell_Warren_(cricketer),213.43,2024-04-14
Bird_spider,334.8,2023-10-16
Brasiliocroton,417.7,2025-04-19
Renton_fc,466.36,2025-07-29
Kate_Marshall,209.6,2021-04-15
Software_Libre,354.03,2023-01-10
Cover_stock,47.05,2024-11-18
Living_Proof_(Ricky_Van_Shelton_song),128.54,2023-06-21
Music_monks,324.09,2024-03-17
Robert_W_H_Everett,435.19,2023-02-18
History_of_corporate_law_in_the_United_States,121.82,2020-12-29
Integer_circuit,79.38,2025-08-29
"Detroit-Warren-Dearborn,_MI_MSA",61.53,2022-12-15
RU-PSK,143.88,2021-08-21
Thomas_W._Malone,401.36,2024-04-27
Tolombeh-ye_Estah_Banati,156.14,2023-12-28
Cocos_Islands/Geography,225.38,2022-02-13
Remy_Martin_(rugby_player),115.77,2025-02-27
Vitaly_Zhukovsky,258.66,2022-01-26
"Spillertown,_IL",474.95,2024-11-19
Eois_serrilineata,86.8,2023-03-02
Rupicapra_rupicapra_tatrica,488.69,2022-04-10
Ljudemisl,249.92,2025-01-15
Onetwo_(disambiguation),72.82,2024-05-14
Asianet_ujala_film_awards_2010,321.0,2021-04-01
Urda_Ridge,315.84,2022-09-15
Lost_in_America_(RTZ_album),375.24,2023-04-08
Cat_trash,301.16,2024-02-10
Events_in_570,211.89,2025-06-28
S.45,302.33,2021-08-02
"Mapleton_(White_Plains,_New_York)",485.19,2022-04-06
"Opinion_polling_in_the_Scottish_Parliament_election,_2016",341.43,2024-03-03
Quizas,497.71,2021-05-21
Mateo_Leal_de_Ayala,187.92,2020-12-15
D.K.:_King_of_Swing,129.83,2024-07-05
Olsynium_filifolium,216.13,2025-03-01
Athletics_at_the_1993_Summer_Universiade,391.63,2021-01-03
The_Clouds,431.45,2025-10-11
My_Words_of_Wisdom,165.45,2023-01-25
"The_Royal_Gloucestershire,_Berkshire_and_Wiltshire_Regiment",290.35,2022-06-15
Sannyasa_Upanishads,307.15,2022-06-12
Cordarro_Law,458.7,2021-12-14
SH_401,239.76,2024-02-06
ITunes_Originals_(Keith_Urban_album),79.73,2022-10-20
Oscillating_turret,326.25,2021-04-10
Parinirvana_Stupa,297.29,2021-12-22
38454_Boroson,366.26,2022-03-11
"Mohammadabad,_West_Azerbaijan",62.5,2024-09-10
Gustafson_Dairy_Farm,255.43,2022-10-23
Bangko_sentral_ng_pilipinas,301.39,2021-12-12
Tracheliastes_polycolpus,423.82,2023-10-28
Railway_semaphore_signal,305.91,2024-05-08
Tannersville_Railroad_Station_(New_York),58.73,2022-02-08
Savelli_(disambiguation),426.52,2024-05-18
Braille_pattern_dots-357,234.25,2024-11-02
Cliffwood_Hall,325.29,2024-05-13
Ruckersdorf_(Thuringia),381.39,2023-05-08
Asan_Kathmandu,247.14,2025-02-12
Editora_Fundamento,224.08,2024-08-18
Sheshequin_Path,360.04,2023-07-25
Bokonbayevo,218.49,2023-03-12
Peter_Dyck,357.38,2020-11-16
Annabeth,330.63,2022-06-15
Tribal_university,42.02,2025-04-27
Gilbert_Charles-Picard,391.39,2023-09-10
Cabral_Richards,430.65,2021-05-31
E.J._May,252.61,2023-01-12
Old_Billerica_Road_Historic_District,313.42,2025-06-21
Northern_Maalhosmadulu,460.96,2022-04-25
Richard_Lawrence_Ottinger,279.07,2021-12-12
Down_in_the_Valley_(album),361.07,2023-11-01
Stilbohypoxylon,196.69,2025-08-15
Anti-terrorist_law,6.22,2021-07-26
KK_Kvarner_2010_roster,186.63,2020-11-14
Itsushi_Incident,151.46,2025-06-13
Namida_no_Kisetsu,427.55,2023-06-07
Interstate_985_in_Georgia,446.89,2023-12-13
"Holy_Trinity_Academy,_Telford",417.38,2025-09-11
Varna_Abbey,407.51,2023-11-12
Minsk_Voblasts,10.72,2025-07-03
"Church_of_Saint_Senara,_Zennor",264.02,2024-08-09
Orchis_foliosa,332.29,2023-06-28
Punctuationism,334.8,2023-05-09
Wirebird,266.85,2023-08-31
Talladega_Indians,209.78,2025-03-10
Rose_Guitarinaal,390.08,2024-09-05
2-4-4-0T,247.19,2024-01-03
Tchatchou,211.65,2022-12-15
Herpetogramma_ochrimaculale,201.95,2025-04-11
Kharajiyan,57.98,2024-07-28
Sushil_Kr_Modi,194.81,2023-02-10
Scelidomachus,251.25,2022-09-09
Thatched_cottages_by_a_hill,457.81,2025-01-09
Notorized,94.61,2024-03-21
Cover_stock,266.77,2021-08-31
Annabeth,210.66,2020-12-13
Xenasmateae,415.52,2022-10-06
