user_nickname, title, likes, not_likes, publish_date, url, views
shannonjackson,CP_Lacertae,9502,6293,2022-03-19,https://en.wikipedia.org/wiki/CP_Lacertae,15795.0
stephaniehunter,The_crazy_ones_episodes,5721,2187,2021-04-23,https://en.wikipedia.org/wiki/The_crazy_ones_episodes,
margaretcollier,Sir_John_Gage,1728,9946,2025-09-24,https://en.wikipedia.org/wiki/Sir_John_Gage,11674.0
lisavelasquez,Lyall_Medal,1392,2328,2024-09-21,https://en.wikipedia.org/wiki/Lyall_Medal,3720.0
smithhannah,Hebestatis,3042,3823,2024-08-06,https://en.wikipedia.org/wiki/Hebestatis,6865.0
christiantanya,PC_860,9165,9822,2022-03-23,https://en.wikipedia.org/wiki/PC_860,18987.0
grahambrian,Schwarz-Rot-Gold_(TV_series),2952,4685,2022-09-03,https://en.wikipedia.org/wiki/Schwarz-Rot-Gold_(TV_series),
mflores,Nick_sarkozy,2920,5134,2020-12-01,https://en.wikipedia.org/wiki/Nick_sarkozy,8054.0
tinaking,Kratzquartier,8939,8046,2021-07-22,,
victor64,Future_u.s._flag,9740,2601,2021-11-09,https://en.wikipedia.org/wiki/Future_u.s._flag,12341.0
penamichael,Olvidarte_Jamas,6364,9672,2025-02-09,https://en.wikipedia.org/wiki/Olvidarte_Jamas,16036.0
zjones,Uentrop_(disambiguation),3766,5593,2023-02-05,,9359.0
lisanichols,Keelan_Giles,5537,1987,2025-01-30,https://en.wikipedia.org/wiki/Keelan_Giles,7524.0
wlane,Diaelurodon,3919,1222,2022-02-02,https://en.wikipedia.org/wiki/Diaelurodon,5141.0
kristen06,AAAL_(disambiguation),5007,7743,2022-09-27,https://en.wikipedia.org/wiki/AAAL_(disambiguation),12750.0
christophermorris,Movenpick_Ice_Cream,6460,9380,2025-02-16,https://en.wikipedia.org/wiki/Movenpick_Ice_Cream,15840.0
brandon58,Willie_Henderson,9808,6418,2024-05-31,,16226.0
kenneth17,Events_in_570,8845,8188,2025-06-03,https://en.wikipedia.org/wiki/Events_in_570,17033.0
nicholas65,71st_Delaware_General_Assembly,7315,2476,2021-12-05,https://en.wikipedia.org/wiki/71st_Delaware_General_Assembly,9791.0
brightconnie,Alma_(given_name),1711,9822,2021-09-19,https://en.wikipedia.org/wiki/Alma_(given_name),11533.0
ualvarez,"Pointe_Riche,_Newfoundland_and_Labrador",4733,5254,2021-02-02,"https://en.wikipedia.org/wiki/Pointe_Riche,_Newfoundland_and_Labrador",
rivasantonio,Anabolic-androgenic_steroid_esters,5395,3188,2020-12-28,https://en.wikipedia.org/wiki/Anabolic-androgenic_steroid_esters,8583.0
david38,Katy_Mills,7874,1470,2021-12-09,https://en.wikipedia.org/wiki/Katy_Mills,9344.0
jonathan65,"Ashanahmka,_California",2877,1883,2023-02-13,"https://en.wikipedia.org/wiki/Ashanahmka,_California",4760.0
toni60,Grimsby_Town_F.C._season_2003-04,2754,8000,2022-03-14,,
kylebyrd,Union_20,9355,6587,2024-08-04,https://en.wikipedia.org/wiki/Union_20,15942.0
pereztamara,Leonard_B._Keller,5338,5162,2022-09-09,https://en.wikipedia.org/wiki/Leonard_B._Keller,
leeangela,Fleetwings_XBQ-1,3990,6893,2025-10-10,https://en.wikipedia.org/wiki/Fleetwings_XBQ-1,10883.0
raymond00,Big_Pot,8246,7199,2021-08-01,,
tinalucas,County_Kerry_(UK_Parliament_constituency),9110,6316,2021-12-30,https://en.wikipedia.org/wiki/County_Kerry_(UK_Parliament_constituency),15426.0
sandra79,Jean-Hilaire_Belloc,1454,9876,2022-12-02,https://en.wikipedia.org/wiki/Jean-Hilaire_Belloc,11330.0
hcurtis,IMO_7813937,6682,8322,2024-11-17,https://en.wikipedia.org/wiki/IMO_7813937,15004.0
duffyjoseph,Hurricane_Polo_(1990),9226,4946,2021-09-04,https://en.wikipedia.org/wiki/Hurricane_Polo_(1990),14172.0
jarmstrong,"Verizon_Business_Network_Services,_Inc.",5568,7406,2022-09-24,"https://en.wikipedia.org/wiki/Verizon_Business_Network_Services,_Inc.",12974.0
jimguzman,Charles_Beausoliel,1690,9143,2021-07-21,,10833.0
lbell,Tom_McKay_(footballer),9084,4205,2024-05-13,https://en.wikipedia.org/wiki/Tom_McKay_(footballer),
kimberly03,Shoichi_Nejime,2366,1005,2022-10-03,https://en.wikipedia.org/wiki/Shoichi_Nejime,3371.0
bsweeney,Copelatus_befasicus,6826,1986,2022-12-19,https://en.wikipedia.org/wiki/Copelatus_befasicus,8812.0
leonard19,Bucyrus-Crestline_Road,6062,7534,2022-03-27,https://en.wikipedia.org/wiki/Bucyrus-Crestline_Road,13596.0
shannonjackson,USCGC_Point_Grace_(WPB-82323),6480,3577,2021-09-06,,10057.0
christophersmith,Edward_Herbert_(Irish_politician),4905,9230,2025-08-05,https://en.wikipedia.org/wiki/Edward_Herbert_(Irish_politician),14135.0
yukenneth,History_of_the_Labour_Party,2169,7597,2023-12-25,https://en.wikipedia.org/wiki/History_of_the_Labour_Party,9766.0
allenpark,For_Your_Ears_Only_(radio_program),4756,1610,2022-08-14,https://en.wikipedia.org/wiki/For_Your_Ears_Only_(radio_program),6366.0
rconner,Jacob_Fano,6207,6940,2025-04-17,https://en.wikipedia.org/wiki/Jacob_Fano,13147.0
warechristine,Geopolitik,4814,6432,2024-05-23,https://en.wikipedia.org/wiki/Geopolitik,11246.0
allison61,Spavinaw,7716,8114,2024-04-26,,
efisher,1911-12_Kangaroo_Tour_of_England,3224,8167,2021-04-20,https://en.wikipedia.org/wiki/1911-12_Kangaroo_Tour_of_England,11391.0
cberger,The_Marked_Men,2565,9043,2022-10-06,https://en.wikipedia.org/wiki/The_Marked_Men,
anne72,John_Comiskey_(football_player),8536,7237,2022-07-18,https://en.wikipedia.org/wiki/John_Comiskey_(football_player),15773.0
victor64,Zlenko,8860,5716,2022-07-18,https://en.wikipedia.org/wiki/Zlenko,14576.0
smithhannah,Ralph_Keuning,4194,6758,2024-10-20,https://en.wikipedia.org/wiki/Ralph_Keuning,10952.0
vargasnichole,Showbiz_Pizza_Time_Inc,2853,7445,2025-04-11,https://en.wikipedia.org/wiki/Showbiz_Pizza_Time_Inc,10298.0
xmccormick,Genesee_County_Courthouse_Historic_District,4648,1988,2024-10-13,https://en.wikipedia.org/wiki/Genesee_County_Courthouse_Historic_District,6636.0
woodwardyvonne,K_theory,2481,5771,2022-03-27,https://en.wikipedia.org/wiki/K_theory,8252.0
owhite,RU-PSK,5264,9769,2021-06-16,https://en.wikipedia.org/wiki/RU-PSK,
derekgarner,Heartbreak_Express_(single),2256,3857,2023-06-20,https://en.wikipedia.org/wiki/Heartbreak_Express_(single),
kbrown,Accademia_degli_Arcadi,9818,1078,2024-08-29,https://en.wikipedia.org/wiki/Accademia_degli_Arcadi,10896.0
spowell,Fountaingate_Shopping_Centre,8977,7474,2023-08-07,https://en.wikipedia.org/wiki/Fountaingate_Shopping_Centre,16451.0
kevinbaldwin,Fangzhouguangchang_Station,3511,7391,2024-04-18,https://en.wikipedia.org/wiki/Fangzhouguangchang_Station,10902.0
aaron14,Dreams_Take_Flight,3036,4639,2022-05-24,,
erubio,Pegasus_volans,5468,3157,2024-08-15,https://en.wikipedia.org/wiki/Pegasus_volans,8625.0
taylorwesley,Route_31_(WMATA),6080,4884,2024-06-12,,10964.0
fmora,Lambeg_(disambiguation),1193,8732,2022-09-27,https://en.wikipedia.org/wiki/Lambeg_(disambiguation),9925.0
eparrish,Planetary_motion,1334,1124,2021-02-02,https://en.wikipedia.org/wiki/Planetary_motion,2458.0
daywayne,42nd_Battalion_(Australia),4526,4486,2024-03-19,https://en.wikipedia.org/wiki/42nd_Battalion_(Australia),9012.0
kevinmurphy,Courtney_Campbell_(Hollyoaks),1502,8596,2023-12-01,https://en.wikipedia.org/wiki/Courtney_Campbell_(Hollyoaks),10098.0
prichards,ABWS,5215,7709,2023-11-25,https://en.wikipedia.org/wiki/ABWS,12924.0
kennedykimberly,Tydings_Committee,1251,3221,2022-12-01,https://en.wikipedia.org/wiki/Tydings_Committee,
stanley39,Mehul_M._Atha,8780,9495,2021-07-30,https://en.wikipedia.org/wiki/Mehul_M._Atha,
salinasrussell,Mary_Berry_(conductor),1669,3056,2021-06-22,https://en.wikipedia.org/wiki/Mary_Berry_(conductor),4725.0
brittany84,Islamic_Naqshbandi_saints_of_Allo_Mahar,9668,5298,2021-05-08,https://en.wikipedia.org/wiki/Islamic_Naqshbandi_saints_of_Allo_Mahar,
jason11,OCO2,1635,4705,2025-10-16,https://en.wikipedia.org/wiki/OCO2,
ttyler,Thom_Gicquel,4357,2112,2022-03-21,,6469.0
gibsonjonathan,Robert_Thompson_(Wisconsin_politician),4387,2980,2024-06-03,https://en.wikipedia.org/wiki/Robert_Thompson_(Wisconsin_politician),
zrose,Toru_Yoshikawa,8953,8106,2024-04-12,https://en.wikipedia.org/wiki/Toru_Yoshikawa,17059.0
carlsongerald,New_Zealand_English_language,3333,9834,2024-04-15,https://en.wikipedia.org/wiki/New_Zealand_English_language,13167.0
nathanwilliams,Nephopterix_diaphana,5139,7274,2024-11-29,,12413.0
richard57,Frontal_air_sinus,7168,9656,2024-10-09,https://en.wikipedia.org/wiki/Frontal_air_sinus,16824.0
amanda65,Nowy_Duninow_Commune,7479,2240,2021-04-03,https://en.wikipedia.org/wiki/Nowy_Duninow_Commune,
alan68,Rosato_(disambiguation),4822,5879,2024-10-04,https://en.wikipedia.org/wiki/Rosato_(disambiguation),10701.0
cooperroger,"United_States_Senate_special_election_in_North_Dakota,_1926",3377,9000,2025-09-28,"https://en.wikipedia.org/wiki/United_States_Senate_special_election_in_North_Dakota,_1926",12377.0
wdiaz,Alphonso_IV,3512,8448,2020-12-20,https://en.wikipedia.org/wiki/Alphonso_IV,11960.0
williamgraham,Hersal_Thomas,6529,7668,2024-12-25,https://en.wikipedia.org/wiki/Hersal_Thomas,
matthewarnold,Turtle_Diary,9921,7494,2023-04-08,https://en.wikipedia.org/wiki/Turtle_Diary,17415.0
xwarren,Repulsion_(biology),9609,4383,2021-11-11,https://en.wikipedia.org/wiki/Repulsion_(biology),13992.0
nwilson,Irena_Pavlic,3697,6059,2022-03-13,https://en.wikipedia.org/wiki/Irena_Pavlic,9756.0
kathleen23,Dan_Topping_Jr.,5645,6956,2024-09-23,https://en.wikipedia.org/wiki/Dan_Topping_Jr.,12601.0
erubio,Leonardo_Davinchi,8833,5435,2025-10-12,,14268.0
munozjerry,Military_Times,1643,2762,2023-05-27,,
tdaniels,Netherlands/Transportation,9241,2539,2024-10-06,https://en.wikipedia.org/wiki/Netherlands/Transportation,11780.0
danielmurray,Mk._2,4650,8883,2024-07-20,https://en.wikipedia.org/wiki/Mk._2,13533.0
olivererika,Melfi_(airport),3334,1397,2021-06-06,https://en.wikipedia.org/wiki/Melfi_(airport),4731.0
nancy43,Kjellman_machine_gun,7181,2842,2025-05-14,https://en.wikipedia.org/wiki/Kjellman_machine_gun,
jamesmorales,Regavim_(NGO),7588,5701,2024-12-09,https://en.wikipedia.org/wiki/Regavim_(NGO),13289.0
zunigakaren,Saint-Malo-du-Bois,7454,7589,2024-06-21,https://en.wikipedia.org/wiki/Saint-Malo-du-Bois,
andrewyang,Independent,3100,6468,2022-12-27,https://en.wikipedia.org/wiki/Independent,9568.0
kari73,Plurima_Mortis_Imago,3053,7317,2024-12-11,https://en.wikipedia.org/wiki/Plurima_Mortis_Imago,10370.0
gonzalesjose,Moldovan_national_rugby_team,7793,1344,2022-07-17,https://en.wikipedia.org/wiki/Moldovan_national_rugby_team,9137.0
franciscomanning,UK-Austria_relations,1398,9217,2021-01-25,,
elijahfarley,Deaf_Education,1781,1652,2025-07-26,https://en.wikipedia.org/wiki/Deaf_Education,3433.0
alexandra99,Aulacorthum_solani,9198,4159,2023-05-22,https://en.wikipedia.org/wiki/Aulacorthum_solani,
fmiller,Lottia_kogamogai,2403,8154,2023-08-04,https://en.wikipedia.org/wiki/Lottia_kogamogai,
dennis38,MP2013,9729,4125,2021-07-13,https://en.wikipedia.org/wiki/MP2013,13854.0
harrisondeanna,"Beerwah,_Jammu_and_Kashmir",9965,1857,2025-09-11,"https://en.wikipedia.org/wiki/Beerwah,_Jammu_and_Kashmir",
roger03,Monniaz,6335,2150,2022-10-09,https://en.wikipedia.org/wiki/Monniaz,8485.0
breanna78,2007_Missouri_Tigers_football_season,4240,6074,2023-02-19,,10314.0
nathankennedy,William_Gass,5109,4946,2024-11-27,https://en.wikipedia.org/wiki/William_Gass,10055.0
harrisondeanna,Hertha_BSC_in_European_football,1102,1343,2024-02-21,https://en.wikipedia.org/wiki/Hertha_BSC_in_European_football,
rvaughn,October_2017,3407,2339,2023-01-25,https://en.wikipedia.org/wiki/October_2017,
harrisondeanna,Papilio_philolaus,3278,9498,2023-03-12,https://en.wikipedia.org/wiki/Papilio_philolaus,
fieldsveronica,Tang_Xizong,6132,3898,2023-09-08,,10030.0
courtneyhayes,New_Brunswick_provincial_highway_16,5719,8790,2024-10-17,https://en.wikipedia.org/wiki/New_Brunswick_provincial_highway_16,14509.0
peterkelley,BetterWorld,9063,8310,2022-08-22,https://en.wikipedia.org/wiki/BetterWorld,
zweiss,Empicillin,1523,7625,2021-10-29,https://en.wikipedia.org/wiki/Empicillin,
aguilarjohnny,Fort_Stevens_(disambiguation),6137,1239,2024-08-24,https://en.wikipedia.org/wiki/Fort_Stevens_(disambiguation),7376.0
barry74,Frederick_Teesdale,4445,3200,2023-02-28,https://en.wikipedia.org/wiki/Frederick_Teesdale,7645.0
logan02,ISO_639:dhr,2041,6572,2023-08-05,https://en.wikipedia.org/wiki/ISO_639:dhr,8613.0
jmaxwell,Inkawar,3493,2240,2024-02-08,https://en.wikipedia.org/wiki/Inkawar,
daniel84,Swedish_Greeks,4255,6481,2023-03-12,https://en.wikipedia.org/wiki/Swedish_Greeks,
kimscott,Joseph_Holmes_House,4610,4134,2025-07-07,https://en.wikipedia.org/wiki/Joseph_Holmes_House,8744.0
rsanders,Nendo,2292,6017,2025-08-19,https://en.wikipedia.org/wiki/Nendo,8309.0
tiffanystark,Uruguayan_Social_Club,7444,4025,2024-07-01,https://en.wikipedia.org/wiki/Uruguayan_Social_Club,11469.0
collinsshelia,"Basden,_Richard",9365,8567,2021-09-29,"https://en.wikipedia.org/wiki/Basden,_Richard",17932.0
leewilson,Charanga_(Cuba),3734,9736,2025-05-12,https://en.wikipedia.org/wiki/Charanga_(Cuba),13470.0
claytontroy,Nothognathini,8547,2224,2023-04-23,https://en.wikipedia.org/wiki/Nothognathini,10771.0
matthewjackson,Milfeulle_Sakuraba,9249,1735,2021-09-18,,
kennedykimberly,Pbl_2017,9917,6636,2023-09-23,,16553.0
wilsondavid,"Oakfield_Township,_Michigan",7079,6893,2025-05-10,"https://en.wikipedia.org/wiki/Oakfield_Township,_Michigan",13972.0
brenda21,"Philippine_House_of_Representatives_elections,_1934",8712,2760,2022-02-10,"https://en.wikipedia.org/wiki/Philippine_House_of_Representatives_elections,_1934",
acombs,2MV-4,6167,2616,2022-11-01,https://en.wikipedia.org/wiki/2MV-4,8783.0
pdudley,Humber_Watershed,4310,5397,2024-08-27,https://en.wikipedia.org/wiki/Humber_Watershed,9707.0
elizabeth16,Pilgrimage_centres_near_Ernakulam_town,5882,4524,2022-06-12,,10406.0
pamela14,Howard_Wise,4953,4545,2024-01-31,,9498.0
hernandeztodd,Julia_Thornton_(Shortland_Street),9687,2949,2024-03-05,https://en.wikipedia.org/wiki/Julia_Thornton_(Shortland_Street),12636.0
garciamonique,Jacob_Joshua_McClain_High_School,4950,3606,2023-06-17,https://en.wikipedia.org/wiki/Jacob_Joshua_McClain_High_School,8556.0
aaronfinley,Libby_Hill_(disambiguation),9933,7275,2024-09-04,https://en.wikipedia.org/wiki/Libby_Hill_(disambiguation),
gonzaleschris,Chimera_(pl._chimaera),4136,9754,2021-06-13,https://en.wikipedia.org/wiki/Chimera_(pl._chimaera),13890.0
wangsandra,MD_924,9409,3006,2024-03-24,https://en.wikipedia.org/wiki/MD_924,12415.0
carl02,Tom_Schutz,4755,7967,2022-10-04,,
patricia38,"Ugurlubag,_Feke",5660,9682,2021-07-15,"https://en.wikipedia.org/wiki/Ugurlubag,_Feke",15342.0
brucerichard,Phaeogyroporus_portentosus,3268,2441,2025-09-22,https://en.wikipedia.org/wiki/Phaeogyroporus_portentosus,5709.0
edwardsjoshua,NATO-Ireland_relations,6373,7060,2022-07-27,https://en.wikipedia.org/wiki/NATO-Ireland_relations,13433.0
ogonzalez,Lion_Air_destinations,8914,7720,2024-01-12,https://en.wikipedia.org/wiki/Lion_Air_destinations,16634.0
joseph64,Ommateum,7761,4970,2022-02-13,https://en.wikipedia.org/wiki/Ommateum,12731.0
marktrevino,Constraint_length,5986,8390,2025-08-10,https://en.wikipedia.org/wiki/Constraint_length,
saundersrebecca,The_Colonial_Dames_of_America,8708,8626,2023-12-10,https://en.wikipedia.org/wiki/The_Colonial_Dames_of_America,17334.0
garciajennifer,City_of_Durham_local_elections,8921,4601,2022-12-06,https://en.wikipedia.org/wiki/City_of_Durham_local_elections,13522.0
zjames,Kotokoli_Braille,2827,2235,2020-12-29,https://en.wikipedia.org/wiki/Kotokoli_Braille,
melanie44,1025_in_poetry,7249,5486,2023-03-13,https://en.wikipedia.org/wiki/1025_in_poetry,12735.0
brianna34,Eligible_Receiver,3811,8327,2025-07-10,https://en.wikipedia.org/wiki/Eligible_Receiver,
mitchellcarolyn,Haider_Zaman_Khan,3654,1540,2021-06-25,https://en.wikipedia.org/wiki/Haider_Zaman_Khan,5194.0
mcisneros,List_of_Orkney_islands,4088,1049,2025-01-15,https://en.wikipedia.org/wiki/List_of_Orkney_islands,5137.0
mikaylacrosby,Henry_Howard_(clergyman),3253,5802,2024-03-11,https://en.wikipedia.org/wiki/Henry_Howard_(clergyman),9055.0
aaronpage,Intermediate_Cocomo,7324,9305,2025-06-18,https://en.wikipedia.org/wiki/Intermediate_Cocomo,16629.0
kelly56,Alice_cullen_(twilight),6553,3066,2021-02-03,https://en.wikipedia.org/wiki/Alice_cullen_(twilight),9619.0
shelbyhaynes,Eric_Christensen,9943,6458,2024-07-01,https://en.wikipedia.org/wiki/Eric_Christensen,16401.0
cberger,Savoia-Marchetti_S.M.85,8738,3211,2025-09-28,https://en.wikipedia.org/wiki/Savoia-Marchetti_S.M.85,11949.0
dereklewis,Bloomfield_College_Bears,7651,2611,2021-05-16,https://en.wikipedia.org/wiki/Bloomfield_College_Bears,
johnsonmichael,Schwartz-Burgess_Syndrome,7983,4936,2022-11-06,https://en.wikipedia.org/wiki/Schwartz-Burgess_Syndrome,
ronniepotts,M-hydroxyphenylpropanolamine,2950,6819,2023-07-30,https://en.wikipedia.org/wiki/M-hydroxyphenylpropanolamine,9769.0
zjones,Tara_Singh_Varma,5870,7878,2023-04-16,https://en.wikipedia.org/wiki/Tara_Singh_Varma,
bennettsteven,Oseam_(1990_film),5635,9638,2024-10-21,https://en.wikipedia.org/wiki/Oseam_(1990_film),
yedwards,CEK_Mees_Observatory,6668,1064,2023-09-02,https://en.wikipedia.org/wiki/CEK_Mees_Observatory,7732.0
moorejames,Utah_State_Route_254_(1953-1969),5648,3845,2023-06-20,,9493.0
karenwilliams,Pressure-relief_valve,4877,5455,2023-08-17,https://en.wikipedia.org/wiki/Pressure-relief_valve,
mflores,Cytosine_arabinoside,8021,7555,2023-08-27,https://en.wikipedia.org/wiki/Cytosine_arabinoside,
kristina59,Anr,6578,2711,2023-07-03,https://en.wikipedia.org/wiki/Anr,9289.0
michaelcurry,Onetwo_(disambiguation),8095,3270,2023-05-27,https://en.wikipedia.org/wiki/Onetwo_(disambiguation),11365.0
courtneyhayes,Gennady_Lebedev,1358,4075,2023-12-06,https://en.wikipedia.org/wiki/Gennady_Lebedev,5433.0
aprilbell,Middlesmoor,1787,3798,2021-10-11,https://en.wikipedia.org/wiki/Middlesmoor,5585.0
hudsonjeffery,Safonovskii_District,5792,7353,2024-04-30,https://en.wikipedia.org/wiki/Safonovskii_District,13145.0
saundersrebecca,Gustavo_Antonio_Gelpi_Jr.,4228,9692,2023-06-21,https://en.wikipedia.org/wiki/Gustavo_Antonio_Gelpi_Jr.,13920.0
robert07,Tenedhos,9763,3817,2025-04-04,https://en.wikipedia.org/wiki/Tenedhos,13580.0
williamwilson,Patrick_Leahy_(disambiguation),1013,3278,2023-07-23,https://en.wikipedia.org/wiki/Patrick_Leahy_(disambiguation),
kelly56,Robin_King_(priest),2985,9579,2024-10-20,https://en.wikipedia.org/wiki/Robin_King_(priest),12564.0
ybarber,LED_stage_lights,2133,3541,2020-12-03,https://en.wikipedia.org/wiki/LED_stage_lights,5674.0
salinasrussell,Department_of_administrative_affairs,8737,6827,2025-04-08,https://en.wikipedia.org/wiki/Department_of_administrative_affairs,15564.0
christopher44,Marcus_Bosch,6579,1445,2024-12-04,https://en.wikipedia.org/wiki/Marcus_Bosch,8024.0
twilson,Chateau_Romer,4603,1311,2023-09-27,https://en.wikipedia.org/wiki/Chateau_Romer,5914.0
hannahmorse,Vinton_Public_Library,2715,9581,2024-12-24,https://en.wikipedia.org/wiki/Vinton_Public_Library,12296.0
coconnor,Episodes_of_Highlander_(season_6),1526,5419,2021-04-05,https://en.wikipedia.org/wiki/Episodes_of_Highlander_(season_6),6945.0
kennedykimberly,Dr._John_G._Egnatoff_School,5971,5916,2022-05-02,https://en.wikipedia.org/wiki/Dr._John_G._Egnatoff_School,
marcia44,Internet_core,5168,9695,2022-07-25,https://en.wikipedia.org/wiki/Internet_core,
leefrank,372_CE,5903,2162,2022-09-11,https://en.wikipedia.org/wiki/372_CE,8065.0
richardleblanc,Ediacara_Fauna,3798,8466,2023-04-21,https://en.wikipedia.org/wiki/Ediacara_Fauna,
kelleydanny,Shooters_Den_Bosch,6698,1477,2021-08-15,https://en.wikipedia.org/wiki/Shooters_Den_Bosch,8175.0
daywayne,Cetatuia_River_(Tutova),1916,7004,2023-04-23,https://en.wikipedia.org/wiki/Cetatuia_River_(Tutova),8920.0
victor00,Alexandrovsk-Sakhalinski_District,2569,2234,2021-01-27,https://en.wikipedia.org/wiki/Alexandrovsk-Sakhalinski_District,
julie97,Ann_Arbor_Zen_Buddhist_Temple,8059,6541,2021-02-27,https://en.wikipedia.org/wiki/Ann_Arbor_Zen_Buddhist_Temple,
hillandrew,Sorex_ornatus_sinuosus,4960,3390,2022-09-28,https://en.wikipedia.org/wiki/Sorex_ornatus_sinuosus,8350.0
robert48,Youssef_Zaghba,5802,6952,2022-08-25,https://en.wikipedia.org/wiki/Youssef_Zaghba,12754.0
nathankennedy,Richard_E._Wiley,2461,1399,2025-03-01,https://en.wikipedia.org/wiki/Richard_E._Wiley,
ramirezjennifer,"Radzie,_Podlaskie_Voivodeship",2819,5481,2025-06-15,"https://en.wikipedia.org/wiki/Radzie,_Podlaskie_Voivodeship",8300.0
hayesjesse,Washing_the_mouth_out,6075,9146,2022-09-18,https://en.wikipedia.org/wiki/Washing_the_mouth_out,
nicholas65,Acyl_imidate,7807,3864,2023-06-08,https://en.wikipedia.org/wiki/Acyl_imidate,11671.0
marcia44,Taiarapu-Est,9808,5720,2021-07-22,https://en.wikipedia.org/wiki/Taiarapu-Est,15528.0
kroberts,Oncholaimida,9823,5852,2023-06-09,https://en.wikipedia.org/wiki/Oncholaimida,15675.0
antonioguerrero,Marginella_gilva,6630,9306,2022-04-17,https://en.wikipedia.org/wiki/Marginella_gilva,15936.0
ogonzalez,George_Dean_House,2011,9986,2020-12-11,https://en.wikipedia.org/wiki/George_Dean_House,11997.0
rclark,"High_Denomination_Bank_Notes_(Demonetisation)_Amendment_Act,_1998",9445,9284,2025-09-24,,
mharper,"Palo_Negro,_Santiago_del_Estero",3005,5441,2023-12-09,"https://en.wikipedia.org/wiki/Palo_Negro,_Santiago_del_Estero",8446.0
hansenbrittany,New_Visions_Academy,8153,8860,2025-07-04,https://en.wikipedia.org/wiki/New_Visions_Academy,17013.0
marktrevino,Joseph_Bombardier,1276,2534,2021-06-08,,3810.0
nicole26,HMS_Essex_(1679),8380,9800,2024-10-08,https://en.wikipedia.org/wiki/HMS_Essex_(1679),18180.0
jon31,Gary_Dotter,1941,2653,2025-01-27,https://en.wikipedia.org/wiki/Gary_Dotter,4594.0
christina42,New_India_Assurance,5038,2431,2025-06-07,https://en.wikipedia.org/wiki/New_India_Assurance,7469.0
matthewnewton,Barry_Jackson_(theatre_director),1312,4887,2021-02-06,https://en.wikipedia.org/wiki/Barry_Jackson_(theatre_director),6199.0
santosjoel,List_of_Beyblade:_Metal_Masters_episodes_(season_2),7381,9826,2021-02-24,https://en.wikipedia.org/wiki/List_of_Beyblade:_Metal_Masters_episodes_(season_2),
frankscott,The_Siphonaptera,7461,5718,2023-12-01,https://en.wikipedia.org/wiki/The_Siphonaptera,
matthewdaniel,Leptospermum_macgillivrayi,1691,3412,2023-04-07,https://en.wikipedia.org/wiki/Leptospermum_macgillivrayi,5103.0
andreajones,"154_Hospital_St,_Nantwich",8956,5378,2023-01-31,"https://en.wikipedia.org/wiki/154_Hospital_St,_Nantwich",14334.0
rodgerspam,Vowel_quantity,3430,1154,2024-09-02,https://en.wikipedia.org/wiki/Vowel_quantity,4584.0
qbrewer,Stansbury_House,2643,2057,2023-03-25,https://en.wikipedia.org/wiki/Stansbury_House,4700.0
stanley39,Sarh_(disambiguation),2330,3122,2024-12-17,https://en.wikipedia.org/wiki/Sarh_(disambiguation),5452.0
lsavage,Pedro_Cortina_Mauri,5938,5459,2025-08-08,https://en.wikipedia.org/wiki/Pedro_Cortina_Mauri,11397.0
hdavis,City_of_Rhodos,5879,4568,2025-01-26,https://en.wikipedia.org/wiki/City_of_Rhodos,10447.0
kristen81,Thomas_Stenstrom,5628,4564,2022-09-14,https://en.wikipedia.org/wiki/Thomas_Stenstrom,
chandlerwilliam,Yoshinori_Sakai,8048,2314,2021-02-05,,10362.0
brandon58,Stephen_McNeff,8864,1825,2021-11-16,https://en.wikipedia.org/wiki/Stephen_McNeff,10689.0
newtonellen,Doris_Chanin_Freedman,5532,4515,2025-09-14,https://en.wikipedia.org/wiki/Doris_Chanin_Freedman,
wmartinez,Kriva_Rijeka,9814,5236,2025-07-05,https://en.wikipedia.org/wiki/Kriva_Rijeka,15050.0
patrickcody,San_Francisco_and_Portland_Navigation_Company,2195,3312,2023-11-09,,5507.0
linda63,8-pass_charlie,7264,2985,2021-10-20,https://en.wikipedia.org/wiki/8-pass_charlie,
nwilson,Megachile_cliffordi,3200,6845,2025-09-29,https://en.wikipedia.org/wiki/Megachile_cliffordi,
shanegutierrez,"Subdivision_6D,_Newfoundland_and_Labrador",3687,9388,2021-07-24,"https://en.wikipedia.org/wiki/Subdivision_6D,_Newfoundland_and_Labrador",
scottmahoney,Leslie_Yalof_Garfield,7790,9273,2022-05-04,https://en.wikipedia.org/wiki/Leslie_Yalof_Garfield,17063.0
fyoung,List_of_Plants_Used_for_Smoking,6616,6583,2023-02-27,,13199.0
kyle14,Zeita_Jammain,5683,9038,2021-06-11,https://en.wikipedia.org/wiki/Zeita_Jammain,14721.0
lawrencechristopher,Candelaria_(Misiones),7520,2523,2021-04-14,https://en.wikipedia.org/wiki/Candelaria_(Misiones),10043.0
kathleen23,UN/LOCODE:USLLU,3447,1103,2021-06-16,https://en.wikipedia.org/wiki/UN/LOCODE:USLLU,4550.0
glewis,Togo_Shigekata,9213,8808,2021-03-02,https://en.wikipedia.org/wiki/Togo_Shigekata,
walterandrea,Argument_from_lack_of_imagination,7623,8094,2021-05-01,https://en.wikipedia.org/wiki/Argument_from_lack_of_imagination,15717.0
nathanwilliams,Richard_Thomson,2851,4373,2023-10-17,,
